Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,Travel_Frequently,374,Research & Development,25,3,Medical,1,3575,2,Female,83,3,5,Manager,2,Single,1513339,1081075,3,Y,No,22,4,3,80,0,21,4,3,0,0,0,0
24,No,Non-Travel,692,Research & Development,10,2,Other,1,3576,1,Female,95,4,2,Manufacturing Director,3,Divorced,326439,635697,0,Y,No,18,3,4,80,1,4,5,2,4,2,1,3
31,No,Travel_Rarely,1044,Research & Development,2,3,Medical,1,3577,3,Female,76,3,1,Laboratory Technician,2,Married,204844,247174,1,Y,No,13,3,3,80,1,8,4,3,7,0,0,7
31,No,Travel_Rarely,135,Sales,7,4,Life Sciences,1,3578,2,Male,43,2,1,Sales Representative,3,Married,189572,1018576,3,Y,No,15,3,2,80,0,14,2,4,7,7,5,2
24,Yes,Travel_Frequently,1292,Research & Development,7,3,Life Sciences,1,3579,1,Female,55,3,1,Laboratory Technician,3,Married,268754,1174699,1,Y,Yes,16,3,4,80,1,6,4,3,5,3,1,2
35,No,Travel_Rarely,1311,Research & Development,22,3,Life Sciences,1,3580,2,Female,69,4,3,Manager,2,Divorced,1015837,1603228,7,Y,No,18,3,2,80,1,9,6,2,7,7,6,2
53,No,Non-Travel,678,Research & Development,1,4,Medical,1,3581,1,Female,59,2,4,Manufacturing Director,3,Married,1095102,1876132,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2
32,No,Travel_Rarely,362,Sales,19,3,Life Sciences,1,3582,4,Male,79,1,3,Sales Executive,3,Married,789579,353414,3,Y,No,13,3,3,80,1,9,2,1,4,3,0,2
38,No,Travel_Frequently,652,Research & Development,28,5,Life Sciences,1,3583,4,Female,49,3,2,Laboratory Technician,4,Single,203267,430272,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
49,No,Travel_Frequently,1021,Research & Development,3,1,Life Sciences,1,3584,2,Male,41,3,5,Research Director,4,Married,1595426,1163494,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3
50,No,Travel_Rarely,1205,Research & Development,28,1,Medical,1,3585,4,Male,75,4,1,Laboratory Technician,3,Married,271078,294069,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
52,Yes,Travel_Rarely,1019,Sales,5,3,Life Sciences,1,3586,2,Male,64,3,3,Sales Executive,2,Single,664996,1777943,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7
34,No,Travel_Frequently,1017,Sales,7,3,Life Sciences,1,3587,4,Female,30,3,2,Sales Executive,2,Married,374579,1104813,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
41,No,Travel_Rarely,462,Research & Development,14,3,Life Sciences,1,3588,1,Male,56,3,1,Research Scientist,3,Divorced,209824,355240,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
29,Yes,Travel_Rarely,1131,Research & Development,2,4,Medical,1,3589,1,Male,35,3,1,Research Scientist,4,Married,404708,2149866,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
39,No,Travel_Rarely,515,Research & Development,12,3,Medical,1,3590,4,Male,65,3,2,Manufacturing Director,2,Married,459488,635531,4,Y,No,21,4,3,80,0,7,3,3,6,4,1,0
51,Yes,Travel_Frequently,967,Sales,1,4,Other,1,3591,4,Male,80,3,2,Sales Executive,3,Single,407281,1446856,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
33,No,Non-Travel,750,Sales,22,2,Marketing,1,3592,3,Male,96,3,2,Sales Executive,2,Married,495676,1378547,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
20,No,Non-Travel,892,Sales,9,2,Medical,1,3593,1,Male,38,3,1,Sales Representative,4,Single,182766,243605,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
31,No,Travel_Rarely,579,Sales,8,2,Technical Degree,1,3594,3,Female,66,2,2,Sales Executive,2,Married,459239,2013829,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
31,No,Travel_Rarely,1324,Research & Development,11,2,Medical,1,3595,3,Male,80,3,2,Healthcare Representative,1,Married,582411,1366263,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
39,No,Travel_Frequently,780,Sales,20,3,Life Sciences,1,3596,3,Male,82,3,2,Sales Executive,4,Divorced,361050,1602979,2,Y,No,18,3,4,80,1,8,6,3,2,1,2,2
35,Yes,Travel_Rarely,537,Research & Development,23,2,Life Sciences,1,3597,2,Male,50,2,2,Manufacturing Director,3,Married,521240,1283927,3,Y,Yes,13,3,1,80,0,8,1,3,2,0,0,1
40,No,Travel_Rarely,876,Human Resources,6,2,Medical,1,3598,3,Male,38,3,4,Manager,4,Single,1364935,1430588,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7
40,No,Travel_Rarely,292,Human Resources,1,3,Human Resources,1,3599,4,Male,59,2,5,Manager,3,Married,1597667,1627215,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
20,Yes,Travel_Rarely,1047,Research & Development,11,3,Medical,1,3600,4,Female,98,2,1,Research Scientist,1,Single,201856,1531765,1,Y,Yes,15,3,1,80,0,0,2,3,1,0,0,0
44,No,Travel_Rarely,918,Research & Development,6,3,Medical,1,3601,1,Female,74,2,2,Research Scientist,3,Single,352833,1704654,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
41,No,Travel_Rarely,579,Research & Development,27,4,Life Sciences,1,3602,1,Female,59,2,4,Manufacturing Director,2,Married,1131788,421640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
25,No,Travel_Rarely,254,Research & Development,2,3,Medical,1,3603,4,Female,41,3,1,Research Scientist,2,Single,136618,1634851,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
31,No,Travel_Rarely,583,Sales,7,3,Medical,1,3604,3,Male,55,4,2,Sales Executive,4,Married,529540,1004632,1,Y,No,15,3,3,80,2,9,4,4,10,7,0,8
32,No,Non-Travel,745,Research & Development,4,3,Technical Degree,1,3605,4,Male,89,3,2,Research Scientist,2,Divorced,268173,587225,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7
29,No,Travel_Rarely,1229,Sales,20,2,Marketing,1,3606,4,Male,45,3,2,Sales Executive,4,Divorced,573613,899471,2,Y,No,14,3,4,80,1,9,2,3,3,2,0,2
42,No,Travel_Frequently,1344,Research & Development,28,4,Technical Degree,1,3607,4,Female,87,2,2,Healthcare Representative,4,Married,409854,335237,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
30,No,Travel_Rarely,1048,Sales,10,2,Medical,1,3608,3,Female,88,3,2,Sales Executive,4,Divorced,541326,1683655,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,3609,3,Female,71,2,1,Research Scientist,2,Married,178782,1542887,5,Y,No,16,3,2,80,0,7,2,4,2,2,1,1
35,Yes,Travel_Rarely,752,Sales,15,2,Medical,1,3610,1,Male,59,1,2,Sales Executive,4,Divorced,450192,1818115,6,Y,Yes,14,3,4,80,2,8,2,2,3,2,2,2
36,No,Travel_Frequently,692,Research & Development,18,1,Medical,1,3611,2,Female,71,3,1,Laboratory Technician,4,Single,196959,678691,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
45,No,Non-Travel,1200,Research & Development,2,2,Medical,1,3612,1,Male,64,2,4,Manager,4,Married,1387262,1696686,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
30,No,Travel_Frequently,150,Research & Development,24,1,Technical Degree,1,3613,4,Female,30,3,2,Manufacturing Director,4,Single,403214,567886,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
23,Yes,Travel_Rarely,1479,Sales,1,1,Technical Degree,1,3614,1,Female,62,3,1,Sales Representative,2,Single,240783,1814629,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,3
36,No,Travel_Rarely,593,Research & Development,8,3,Life Sciences,1,3615,4,Female,67,2,3,Manufacturing Director,3,Married,895238,1967432,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15
31,Yes,Travel_Frequently,847,Research & Development,15,3,Medical,1,3616,3,Male,72,3,1,Laboratory Technician,3,Married,200196,554191,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
35,No,Travel_Rarely,236,Sales,1,3,Medical,1,3617,1,Female,79,3,2,Sales Executive,3,Single,391926,547053,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
28,No,Travel_Rarely,1014,Research & Development,4,4,Medical,1,3618,2,Male,93,2,3,Research Director,3,Married,989941,1822597,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
27,No,Travel_Frequently,315,Research & Development,10,2,Life Sciences,1,3619,4,Male,33,3,3,Manufacturing Director,1,Divorced,742352,405621,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
42,No,Travel_Rarely,949,Research & Development,6,3,Medical,1,3620,1,Female,75,2,2,Research Scientist,3,Single,354078,1623397,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
24,No,Travel_Rarely,585,Research & Development,12,2,Other,1,3621,4,Male,78,3,1,Laboratory Technician,4,Single,223685,1179762,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
32,Yes,Travel_Rarely,1013,Research & Development,9,3,Medical,1,3622,1,Female,40,3,1,Laboratory Technician,1,Single,353580,814645,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4
38,No,Travel_Rarely,1369,Research & Development,8,2,Life Sciences,1,3623,3,Female,76,3,1,Laboratory Technician,4,Single,156372,486463,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
42,No,Travel_Frequently,1081,Research & Development,27,3,Life Sciences,1,3624,3,Female,85,3,3,Manufacturing Director,1,Married,891005,993178,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
24,No,Travel_Rarely,1223,Research & Development,17,1,Medical,1,3625,4,Female,40,2,2,Manufacturing Director,3,Divorced,366279,1973325,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
44,No,Travel_Rarely,1108,Human Resources,1,4,Life Sciences,1,3626,1,Female,50,2,2,Human Resources,3,Single,487874,2239672,4,Y,No,11,3,2,80,0,11,1,4,2,2,0,2
50,Yes,Travel_Rarely,397,Sales,29,3,Marketing,1,3627,4,Male,37,2,3,Sales Executive,1,Divorced,888681,1395728,4,Y,Yes,13,3,2,80,1,19,3,3,3,2,2,0
39,No,Travel_Rarely,376,Research & Development,1,1,Life Sciences,1,3628,3,Female,42,3,1,Research Scientist,1,Single,213310,1246328,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
49,No,Travel_Rarely,1305,Sales,11,4,Marketing,1,3629,4,Female,80,3,2,Sales Executive,4,Single,366279,665660,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4
32,No,Non-Travel,1326,Research & Development,1,2,Medical,1,3630,2,Male,59,2,1,Laboratory Technician,3,Divorced,210654,1736941,1,Y,No,12,3,3,80,3,0,2,2,1,1,0,0
36,No,Travel_Rarely,191,Research & Development,6,2,Medical,1,3631,2,Male,84,3,2,Manufacturing Director,2,Divorced,397985,188493,6,Y,No,20,4,4,80,2,7,0,3,2,2,0,1
35,No,Travel_Rarely,1174,Sales,2,4,Marketing,1,3632,1,Female,98,3,2,Sales Executive,2,Single,779204,1730633,3,Y,Yes,16,3,4,80,0,16,3,3,5,4,0,1
50,No,Travel_Rarely,910,Research & Development,3,3,Technical Degree,1,3633,1,Female,54,3,3,Manager,3,Married,1098505,1867666,2,Y,No,11,3,4,80,0,14,2,3,2,2,2,2
50,No,Travel_Rarely,860,Sales,1,4,Medical,1,3634,4,Female,69,3,5,Manager,4,Divorced,1620741,2026611,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
20,Yes,Non-Travel,511,Research & Development,10,3,Medical,1,3635,1,Female,97,2,1,Research Scientist,2,Single,146163,545144,1,Y,Yes,25,4,2,80,0,2,2,4,1,1,0,0
24,Yes,Travel_Rarely,263,Human Resources,23,1,Human Resources,1,3636,4,Male,59,1,1,Human Resources,3,Married,145084,895487,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
36,No,Travel_Rarely,627,Research & Development,19,3,Life Sciences,1,3637,3,Male,85,3,2,Manufacturing Director,3,Married,512110,2216930,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
41,No,Travel_Rarely,790,Sales,4,1,Marketing,1,3638,3,Female,82,3,3,Sales Executive,3,Divorced,860627,2166964,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
29,No,Travel_Rarely,1386,Research & Development,6,1,Medical,1,3639,2,Female,54,3,1,Laboratory Technician,4,Married,239455,2133349,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
42,No,Travel_Rarely,1267,Sales,2,5,Life Sciences,1,3640,2,Female,92,3,4,Manager,1,Married,1360038,507047,7,Y,No,16,3,2,80,1,22,2,3,17,16,11,8
44,Yes,Travel_Rarely,1380,Human Resources,1,2,Medical,1,3641,2,Male,92,2,3,Human Resources,1,Married,882954,173802,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
41,No,Travel_Rarely,558,Research & Development,17,4,Life Sciences,1,3642,4,Male,34,3,2,Research Scientist,1,Divorced,468203,993178,6,Y,Yes,17,3,3,80,1,9,3,2,4,2,1,2
30,No,Travel_Rarely,337,Research & Development,2,3,Life Sciences,1,3643,3,Female,44,1,2,Manufacturing Director,4,Single,499494,2081640,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
27,Yes,Travel_Rarely,1428,Sales,3,1,Marketing,1,3644,3,Male,85,3,1,Sales Representative,1,Divorced,264687,1356303,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
31,No,Travel_Rarely,894,Sales,7,3,Life Sciences,1,3645,4,Male,91,2,2,Sales Executive,3,Married,438904,1383444,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8
33,No,Travel_Rarely,118,Research & Development,2,3,Life Sciences,1,3646,3,Male,91,3,1,Research Scientist,4,Single,215800,851082,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
31,Yes,Travel_Rarely,221,Research & Development,8,3,Life Sciences,1,3647,1,Female,34,2,1,Research Scientist,2,Single,96529,1907174,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
45,No,Travel_Rarely,536,Sales,2,3,Other,1,3648,4,Male,62,3,2,Sales Executive,2,Married,388440,1290318,0,Y,No,19,3,2,80,1,10,3,4,8,7,3,7
27,Yes,Travel_Frequently,374,Research & Development,1,3,Life Sciences,1,3649,1,Male,56,3,1,Research Scientist,1,Married,212231,1257782,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
40,No,Travel_Rarely,425,Human Resources,10,4,Human Resources,1,3650,2,Male,72,2,5,Manager,4,Divorced,1575257,761857,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
49,No,Travel_Rarely,305,Research & Development,22,4,Other,1,3651,1,Female,72,3,4,Research Director,2,Married,1367923,291081,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
45,No,Travel_Rarely,940,Research & Development,1,4,Medical,1,3652,4,Female,89,3,1,Laboratory Technician,4,Divorced,199698,950931,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
45,No,Travel_Rarely,944,Sales,2,2,Technical Degree,1,3653,2,Male,47,1,2,Sales Representative,3,Single,548713,1046215,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
22,No,Travel_Rarely,620,Research & Development,3,1,Technical Degree,1,3654,3,Male,100,3,1,Laboratory Technician,4,Married,209243,1608789,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
22,No,Non-Travel,441,Research & Development,26,2,Other,1,3655,2,Female,83,2,1,Research Scientist,3,Married,237463,816886,1,Y,Yes,14,3,2,80,0,5,2,2,4,2,1,3
50,No,Travel_Rarely,1131,Research & Development,1,2,Medical,1,3656,4,Male,66,3,4,Research Director,4,Divorced,1454907,545725,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
36,No,Travel_Rarely,675,Sales,2,5,Marketing,1,3657,3,Male,95,3,3,Sales Executive,2,Married,596438,969855,1,Y,No,13,3,1,80,2,10,3,3,10,7,0,6
22,Yes,Travel_Rarely,628,Research & Development,3,1,Life Sciences,1,3658,2,Female,35,3,2,Manufacturing Director,3,Married,355738,846600,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2
43,No,Travel_Rarely,551,Human Resources,1,3,Life Sciences,1,3659,3,Female,44,3,1,Human Resources,4,Divorced,295480,358062,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
52,No,Travel_Rarely,1055,Research & Development,1,2,Life Sciences,1,3660,4,Male,71,3,4,Manager,4,Married,1463290,1167644,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8
54,No,Travel_Rarely,102,Sales,1,2,Life Sciences,1,3661,1,Male,70,3,3,Sales Executive,4,Married,872247,1477317,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0
37,No,Travel_Frequently,330,Sales,4,4,Marketing,1,3662,1,Male,41,3,1,Sales Representative,4,Divorced,254976,213725,4,Y,No,17,3,3,80,1,14,2,3,9,8,5,8
18,No,Non-Travel,1091,Research & Development,1,3,Life Sciences,1,3663,4,Female,98,3,1,Laboratory Technician,4,Single,102505,1563056,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
25,Yes,Travel_Rarely,1217,Research & Development,4,1,Technical Degree,1,3664,4,Male,32,3,1,Laboratory Technician,4,Married,318803,376737,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
40,No,Travel_Rarely,598,Research & Development,28,4,Life Sciences,1,3665,1,Female,59,2,4,Manufacturing Director,2,Married,1130045,459239,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
52,No,Travel_Rarely,329,Research & Development,4,3,Medical,1,3666,4,Male,39,2,3,Manufacturing Director,3,Married,681762,1657095,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
36,No,Travel_Rarely,762,Sales,2,4,Marketing,1,3667,3,Male,31,2,2,Sales Executive,1,Single,345695,1937967,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
34,No,Travel_Rarely,1210,Sales,13,4,Medical,1,3668,4,Male,39,3,3,Sales Executive,3,Divorced,690809,1859449,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1
35,No,Travel_Rarely,943,Research & Development,3,2,Life Sciences,1,3669,1,Female,38,3,1,Laboratory Technician,4,Divorced,259624,210322,5,Y,No,22,4,1,80,1,7,2,3,1,1,0,0
28,Yes,Travel_Rarely,1403,Research & Development,5,4,Technical Degree,1,3670,3,Male,50,3,1,Laboratory Technician,3,Single,239538,932671,1,Y,Yes,13,3,3,80,0,2,3,2,1,2,2,2
33,No,Travel_Rarely,1054,Research & Development,1,3,Life Sciences,1,3671,2,Female,44,2,2,Healthcare Representative,4,Single,572617,1040239,0,Y,No,14,3,1,80,0,7,3,3,4,0,1,4
44,No,Non-Travel,1008,Research & Development,5,3,Life Sciences,1,3672,3,Male,88,2,1,Laboratory Technician,3,Single,282366,658522,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
36,No,Travel_Rarely,321,Research & Development,6,3,Life Sciences,1,3673,1,Male,76,3,1,Laboratory Technician,2,Single,146080,932007,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
27,No,Travel_Rarely,949,Research & Development,4,3,Medical,1,3674,4,Female,93,3,3,Manufacturing Director,2,Divorced,610382,656115,0,Y,No,17,3,2,80,3,10,3,2,10,7,1,7
55,No,Travel_Rarely,856,Research & Development,2,4,Technical Degree,1,3675,2,Male,96,2,1,Research Scientist,4,Married,237131,669395,8,Y,No,20,4,2,80,1,18,2,4,5,2,0,4
25,No,Travel_Rarely,278,Research & Development,1,3,Medical,1,3676,4,Female,39,3,1,Research Scientist,2,Single,167660,1535085,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
37,No,Travel_Rarely,1443,Research & Development,12,3,Medical,1,3677,1,Female,95,3,1,Laboratory Technician,3,Single,288508,1595675,4,Y,No,18,3,1,80,0,7,6,3,4,2,0,2
46,No,Travel_Rarely,692,Research & Development,2,2,Life Sciences,1,3678,4,Male,82,3,3,Manufacturing Director,4,Divorced,656530,1654854,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7
33,Yes,Travel_Rarely,484,Research & Development,2,2,Life Sciences,1,3679,1,Female,37,3,1,Laboratory Technician,1,Married,231321,1757525,7,Y,No,20,4,1,80,0,14,3,4,9,7,1,7
24,No,Non-Travel,1310,Research & Development,4,1,Life Sciences,1,3680,1,Male,44,2,1,Laboratory Technician,4,Married,270414,869342,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4
41,No,Travel_Rarely,539,Research & Development,9,4,Life Sciences,1,3681,3,Male,94,3,1,Laboratory Technician,1,Divorced,164755,1732708,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4
36,No,Travel_Frequently,627,Research & Development,19,1,Medical,1,3682,2,Female,75,3,1,Laboratory Technician,4,Single,195963,691639,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
50,No,Travel_Rarely,839,Sales,1,4,Medical,1,3683,4,Female,68,3,5,Manager,4,Divorced,1615097,2018145,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
50,No,Travel_Rarely,1429,Research & Development,11,3,Life Sciences,1,3684,3,Female,53,3,5,Manager,2,Single,1659917,1434655,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
38,No,Travel_Rarely,425,Human Resources,1,3,Human Resources,1,3685,3,Male,36,4,1,Human Resources,3,Married,229495,480653,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
30,Yes,Travel_Rarely,148,Research & Development,22,3,Life Sciences,1,3686,1,Female,47,3,1,Research Scientist,3,Married,170897,967780,4,Y,Yes,11,3,2,80,0,7,2,3,4,2,0,1
35,No,Travel_Frequently,517,Research & Development,4,4,Life Sciences,1,3687,3,Male,88,3,2,Research Scientist,3,Single,356153,273734,1,Y,Yes,11,3,2,80,0,8,3,3,9,6,1,1
25,No,Travel_Rarely,1386,Research & Development,3,4,Medical,1,3688,1,Male,82,4,1,Laboratory Technician,4,Married,320961,1139507,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
27,No,Travel_Frequently,630,Research & Development,2,3,Medical,1,3689,4,Male,87,3,1,Research Scientist,4,Single,212978,541160,2,Y,No,13,3,3,80,0,7,0,2,4,2,1,2
55,No,Travel_Rarely,497,Research & Development,2,3,Medical,1,3690,3,Male,60,2,5,Research Director,1,Married,1591442,1603726,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0
36,No,Travel_Rarely,875,Sales,3,4,Life Sciences,1,3691,4,Male,92,3,3,Sales Executive,4,Divorced,664996,533524,6,Y,No,13,3,2,80,1,12,2,3,11,9,0,8
26,No,Travel_Rarely,506,Research & Development,1,2,Life Sciences,1,3692,2,Female,89,2,1,Research Scientist,3,Married,264770,1201674,1,Y,Yes,13,3,3,80,1,0,3,2,1,0,1,0
35,No,Travel_Rarely,696,Research & Development,27,3,Life Sciences,1,3693,2,Male,49,4,2,Laboratory Technician,3,Married,289670,2051760,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
44,No,Travel_Rarely,667,Research & Development,4,3,Medical,1,3694,4,Male,50,3,2,Healthcare Representative,2,Single,484720,451603,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
46,No,Non-Travel,324,Sales,27,3,Marketing,1,3695,1,Male,53,2,2,Sales Executive,1,Married,368105,2085043,1,Y,No,15,3,1,80,1,11,2,3,10,7,4,5
41,No,Travel_Rarely,256,Sales,5,2,Marketing,1,3696,4,Male,89,3,5,Manager,3,Married,1518319,648147,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
37,No,Travel_Rarely,1295,Research & Development,6,3,Medical,1,3697,3,Male,52,4,2,Research Scientist,1,Divorced,512774,1361698,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
27,No,Travel_Rarely,1183,Sales,3,3,Medical,1,3698,2,Female,80,3,1,Sales Representative,2,Married,252735,296808,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0
28,Yes,Travel_Rarely,1494,Research & Development,11,1,Life Sciences,1,3699,3,Female,79,3,1,Laboratory Technician,4,Married,186833,1940208,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
29,Yes,Travel_Rarely,400,Sales,23,1,Life Sciences,1,3700,4,Female,45,2,3,Sales Executive,1,Married,613702,1046132,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
40,No,Travel_Rarely,912,Human Resources,6,2,Medical,1,3701,3,Male,37,3,4,Manager,4,Single,1331735,1441959,1,Y,Yes,21,4,4,80,0,20,2,3,21,7,7,7
33,No,Travel_Frequently,546,Research & Development,1,2,Life Sciences,1,3702,1,Female,98,3,3,Research Director,4,Single,1119670,1257865,1,Y,Yes,12,3,3,80,0,15,1,3,16,14,8,12
43,No,Travel_Rarely,600,Research & Development,14,2,Life Sciences,1,3703,2,Male,93,3,4,Research Director,1,Married,1396558,438904,6,Y,No,24,4,3,80,1,23,3,3,4,1,1,0
31,No,Travel_Frequently,1330,Research & Development,3,4,Medical,1,3704,2,Male,72,3,3,Research Director,3,Divorced,1126642,1141416,9,Y,No,12,3,1,80,1,10,3,3,2,2,2,2
39,No,Travel_Rarely,1258,Research & Development,10,1,Medical,1,3705,3,Male,64,3,3,Research Director,3,Single,1122077,651716,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2
28,No,Non-Travel,1499,Research & Development,1,3,Life Sciences,1,3706,3,Female,57,1,2,Laboratory Technician,4,Married,555851,1349414,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
39,No,Travel_Rarely,729,Research & Development,12,3,Life Sciences,1,3707,2,Female,45,3,2,Healthcare Representative,1,Divorced,386697,923873,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7
30,No,Non-Travel,1351,Research & Development,2,3,Life Sciences,1,3708,3,Male,54,3,1,Laboratory Technician,4,Married,188493,1366263,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
32,No,Travel_Rarely,470,Research & Development,4,4,Medical,1,3709,3,Female,93,3,2,Manufacturing Director,1,Married,576933,1161170,1,Y,No,12,3,3,80,1,9,2,4,8,7,6,3
22,No,Non-Travel,493,Research & Development,26,2,Other,1,3710,2,Female,85,2,1,Research Scientist,3,Married,223104,920470,1,Y,Yes,14,3,2,80,0,4,2,2,3,2,1,3
59,No,Travel_Rarely,322,Sales,3,3,Life Sciences,1,3711,3,Female,47,2,2,Sales Executive,4,Single,460152,1394981,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
50,No,Travel_Rarely,325,Sales,8,4,Marketing,1,3712,4,Male,52,3,1,Sales Representative,2,Married,316562,859963,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
28,No,Travel_Frequently,798,Research & Development,6,3,Life Sciences,1,3713,3,Male,42,2,1,Research Scientist,3,Divorced,239372,1859532,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
34,No,Travel_Rarely,1244,Sales,8,4,Life Sciences,1,3714,1,Male,45,3,2,Sales Executive,1,Married,552116,844774,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
